,Index,Tamil,English
1277,1277, பரபரத்த கடம்பூர்! தேர்தல் அதிகாரிகளை சுற்றி வளைத்த மக்கள்.. பேரூராட்சி தேர்தல் ரத்து! என்ன நடந்தது,Exciting Kadampur! People surrounded the election officials.. Municipal elections are cancelled! What happened
1278,1278,சீட் வாங்கிட்டோம் என பெருமை கூடாது! கட்சியினரை அனுசரியுங்கள்! திமுக வேட்பாளர்களுக்கு கனிமொழி அட்வைஸ், Don't be proud of having bought a seat! Follow the party! Kanimozhi Advice for DMK Candidates
1279,1279," உஷார்!! வெளுத்துப்போகும் நகம், தோல், உதடுகள்.. மின்னல் வேகத்தில் பரவும் ஸ்டெல்த் கொரோனா அறிகுறிகள்"," Be careful!! Bleaching nails, skin, lips... Stealth corona symptoms that spread at lightning speed"
1280,1280,"'கடைசி விவசாயி': ""விஜய்சேதுபதி 'ராமையா' கதாப்பாத்திரம் நடிக்க ஒப்புக்கொள்ள காரணம் இதுதான்"" ","'Last Farmer': ""This is the reason Vijaysethupathi agreed to play 'Ramaiya'"""
1281,1281, சித்திரை திருவிழாவிற்கு தயாராகும் தஞ்சை பெரியகோவில் - பந்தக்கால் நடப்பட்டது - ஏப்.13ல் தேரோட்டம் , Thanjavur temple preparing for Chitrai festival - Planted by Bandhakal - Chariot on April 13
1282,1282,மாசி மாத ராசி பலன் 2022: மேஷ ராசிக்காரர்களுக்கு மாசியில் லாபம் கொட்டப்போகுது , Masi Month Rasi Balan 2022: Aries Zodiac Sign People Will Get Profits in Masi
1283,1283,ஹிஜாப் விவகாரம்: ஒரே சீருடை உத்தரவுக்கு இடைக்கால தடை விதிக்க முடியாது- கர்நாடகா உயர்நீதிமன்றம் , Hijab issue: No interim stay on uniform order- Karnataka High Court
1284,1284,"ஹிஜாப் எங்கள் தலையை தான் மறைக்கிறது, மூளையை அல்ல.. நேருக்கு நேர் சீறிய மாணவி.. நழுவிய பாஜக அமைச்சர் ","Hijab only covers our heads, not our brains"
1285,1285,காவிக்கொடி தேசிய கொடியாகலாம்..செங்கோட்டையில் ஏற்றப்படும்..கர்நாடக பாஜக அமைச்சர் சர்ச்சை பேச்சு, The saffron flag may become the national flag..it will be hoisted at Red Fort..Karnataka BJP minister's controversial speech
1286,1286,"""அவர்கள்"" வெளியாட்கள்.. ஒரு ஹிஜாபுக்காக எங்கள் கல்வியை பாழாக்குகிறார்கள்.. மண்டியா மாணவி வேதனை"," ""They"" are outsiders..ruining our education for a hijab..Mandia student's agony"
1287,1287,ஹிஜாப்.. இஸ்லாமிய மாணவிகளுக்கு அனுமதி கிடைக்குமா? கர்நாடகா உயர் நீதிமன்றத்தில் தொடங்கிய விசாரணை ,Hijab..Islamic students allowed? The investigation started in the High Court of Karnataka
1288,1288,"""ஹிஜாப்போடு வர கூடாது"" புதுச்சேரியிலும் தடுக்கப்பட்ட மாணவி! பல மாநிலங்களில் தீயாய் பரவும் எதிர்ப்பு "," Student banned in Puducherry for ""not coming with hijab""! Protests are raging in many states"
1289,1289,கைமீறி போகுது! கும்பலாக கதவை திறந்து! இஸ்லாமிய மாணவிகளின் வகுப்பிற்குள் நுழைந்த இந்துத்துவா கும்பல் , Getting out of hand! The gang opened the door! A Hindutva gang entered the class of a Muslim girl
1290,1290,எல்லோருக்கும் ரூல்ஸ் ஒன்னுதான்! மதத்தை காட்ட ஸ்கூல் இடம் கிடையாது! ஹிஜாப் பற்றி குஷ்பு பரபர கருத்து ,Everyone has the same rules! School has no place to show religion! Khushbu Paraba's opinion about hijab
1291,1291,கொழுந்தனோடு கள்ளக்காதல்.. தங்கையையும் 3 குழந்தைகளையும் அடித்தே கொன்ற அக்கா! ஷாக்கில் கர்நாடகா, Cheating with a fat man.. The sister who beat her sister and 3 children to death! Karnataka in shock
1292,1292,"லீக்கான வீடியோ.. இந்துத்துவா மாணவர்களுக்கு காவி துண்டு, தொப்பி கொடுத்தது யார்? கர்நாடகாவில் பரபரப்பு", Video for Lee.. Who gave saffron piece and cap to Hindutva students? Confusion in Karnataka
1293,1293,தேசிய கொடியை இறக்கிவிட்டு.. இந்துத்துவ மாணவர்கள் காவி கொடி ஏற்றினார்களா? புட்டு புட்டு வைத்த எஸ்பி ,After lowering the national flag.. Did the Hindu students hoist the saffron flag? SP putu putu putu
1294,1294,ஹைகோர்ட்டில் ஹிஜாப் வழக்கு இருப்பதால்.. அரசு எந்த முடிவையும் எடுக்கவில்லை.. கர்நாடக அமைச்சர் பேட்டி , Since there is a hijab case in the High Court.. Government has not taken any decision.. Karnataka Minister Interview
1295,1295,ஹிஜாப் அணிய அனுமதி கேட்டு ஆஜராகும் வக்கீல் காங்கிரஸ் பிரமுகர்: பாஜக குற்றச்சாட்டு! வழக்கறிஞர் பதிலடி, Lawyer Congress figure appearing for permission to wear hijab: BJP accused! The lawyer responded
1296,1296,"""அல்லாஹு அக்பர்.."" என மாணவி கோஷமிட்டதன் பின்னணியில் தூண்டுதலா? கேட்பது கர்நாடக கல்வி அமைச்சர் ","The motivation behind the student chanting ""Allahu Akbar..""? Karnataka Education Minister asks"
1297,1297,ஹிஜாப் வழக்கு: கூடுதல் பெஞ்சுக்கு மாற்றி கர்நாடகா உயர்நீதிமன்ற தனி நீதிபதி கிருஷ்ணா தீட்சித் உத்தரவு , Hijab case: Karnataka High Court single judge Krishna Dixit orders transfer to additional bench
1298,1298,ஆன்லைன் ரம்மி எனும் சிலந்தி வலை.. சிக்கியவர்கள் மீளாமல் போக என்ன காரணம்..? விளக்கம் தரும் நிபுணர்கள், The spider web of online rummy.. What is the reason why those who are caught do not recover..? Interpretation experts
1299,1299,தமிழகத்தில் 4 ஆயிரத்துக்குள் கொரோனா பாதிப்பு வந்தது.. ஆறுதல் தரும் அரசின் அறிக்கை.. முழு விவரங்கள் ,"In Tamil Nadu, the number of corona cases reached within 4 thousand.. Comforting government report.. Full details"
1300,1300,பிப்.19 தமிழகத்தில் பொது விடுமுறை..சிறப்பு இதழில் அறிக்கை வெளியிட்ட தமிழக அரசு.. எங்கெங்கு தெரியுமா?, February 19 is a public holiday in Tamil Nadu.. Tamil Nadu government published a report in a special magazine.. Do you know where?
1301,1301," இந்தியாவில் உச்சம் கடந்த கொரோனா.. தமிழ்நாடு, கேரளா, கர்நாடகாவில் குறைந்த கேஸ்கள்.. முழு விவரம் "," Corona has passed its peak in India.. Fewer cases in Tamil Nadu, Kerala, Karnataka.. Full details"
1302,1302,"இதெல்லாம் அதிசயம் ஆனால், உண்மை! சமூக நீதிக்கான சரித்திர நாயகர் ஸ்டாலின்.. கி.வீரமணி புகழாரம்! ","All this is amazing but true! Stalin, the historical hero for social justice."
1303,1303,"""இதுதான் ஸ்டாலின் வேகம்"".. ஆந்திரா போய் சேரும் முன் பறந்த ஆர்டர்.. பூரித்து போன ரோஜா! என்ன நடந்தது? "," ""This is the speed of Stalin"". What happened?"
1304,1304,நகர்ப்புற உள்ளாட்சி தேர்தல்.. இந்த 4 நாட்கள் டாஸ்மாக் கடைகள் மூடப்படும்.. தேர்தல் ஆணையம் உத்தரவு! , Urban local body elections.. Tasmac shops will be closed for these 4 days.. Election Commission orders!
1305,1305,கள்ளமில்லா மாணவர்கள் மத்தியில் மதவாத விஷச் சுவர்...முற்போக்கு சக்திகள் கவனம் - கமல்ஹாசன் , wall of sectarian poison among unscrupulous students...progressive forces take note - Kamal Haasan
1306,1306,"""ராஜதந்திரம்"".. செம கெத்தாக களத்தில் இறங்கிய விசிக.. நழுவவிடாமல் கூட்டணியை பாதுகாத்த திமுக.. சபாஷ்"," ""Diplomacy""."
1307,1307, ஆளுக்கொரு பகுதி! பிரச்சாரத்தை பிரித்துக் கொண்ட திமுக வி.ஐ.பி.க்கள்! யார் யார் எங்கெங்கு? , A human part! DMK VIPs who divided the campaign! Who and where?
1308,1308,திருச்சி ராமஜெயம் கொலை வழக்கை விசாரிக்க சிறப்பு புலனாய்வு குழு- ஹைகோர்ட் உத்தரவு , Special Investigation Team to probe Trichy Ramajayam murder case- High Court order
1309,1309,"""திராவிட"" ரூட்டில் பாஜக.. ""இரு மலை""களுக்கு நடுவில் அண்ணாமலை.. குறி தப்புமா? கொங்குவில் மலருமா தாமரை?","BJP on the ""Dravidian"" route.. Annamalai between the ""two mountains"".. Is the mark wrong? Lotus flower in Kongu?"
1310,1310,மத கலவரத்தை தூண்டும் வகையில் செயல்பட்ட பாஜக நிர்வாகி சவுதாமணியின் முன்ஜாமீன் மனு டிஸ்மிஸ்! , Anticipatory bail application of BJP executive Soudamani dismissed for inciting religious riots!
1311,1311,குடையில்லாமல் வெளியே கிளம்பாதீங்க... டெல்டா மாவட்டங்களில் இடி மின்னலுடன் மழை பெய்யுமாம் , Don't go out without an umbrella...Thunder and lightning may rain in Delta districts
1312,1312,கர்நாடக கல்லூரி மாணவி முஸ்கானுக்கு 'பாத்திமா ஷேக்' விருது! ஜவாஹிருல்லா அறிவிப்பு! , 'Fatima Shaikh' award to Karnataka college student Muskan! Jawahirullah announcement!
1313,1313,முன்னோடிகளை முந்தும் பாதையில் முன்னேறிக் கொண்டிருக்கிறார் முதல்வர் - வைரமுத்து வாழ்த்து ,Chief Minister - Vairamuthu is progressing ahead of his predecessors
1314,1314,445 இரண்டாவது அப்பீல் வழக்குகளை 58 நாளில் விசாரித்து முடிக்க இலக்கு: நீதிபதி ஜி.ஆர்.சுவாமிநாதன் , Target to dispose of 445 second appeal cases in 58 days: Justice GR Swaminathan
1315,1315,அபார்ஷன்.. பாத்ரூமில் நடந்த பகீர்.. பெண் டாக்டர் வாயில் கோமியத்தை ஊற்றி டார்ச்சர்.. 7 வருஷம் ஜெயில், Abortion..Baheer in the bathroom.. Torture by pouring gum in the mouth of the female doctor.. 7 years in jail
1316,1316,அறத்தின் சீற்றம்.. சிங்கத்தின் நடை.. ஓங்கிய கரம்.. தேசிய அளவில் டிரெண்டான மாணவி முஸ்கான்! , The fury of virtue.. The walk of a lion.. Ongiya Karam.. Nationally trending student Muskan!
1317,1317,'தமிழ்நாட்டுக்கு நீட் தேவையில்லை என்று சொன்னவர்தான் அண்ணாமலை'..ஆனா இப்போ?'.. விளாசிய அமைச்சர் மா.சு,'Annamalai is the one who said that Tamil Nadu does not need NEET'... but now?'..
1318,1318,இந்தாங்க பிடிங்க.. ஓட்டு போடுங்க.. 20 ரூபாய் பத்திரத்தில் கையெழுத்து போட்டு கொடுக்கும் பாஜக வேட்பாளர், Hold on.. vote.. BJP candidate signs 20 rupees bond and gives it
1319,1319,காணாமல் போன லாக்டவுன்... தேடிய பெற்றோர் - 3 நாட்களுக்கு பிறகு மீட்ட கோயம்பேடு போலீஸ் , Missing Lockdown... Searched for parents - Koyambedu police found after 3 days
1320,1320,உன்னால் முடியும்... நீ சாதிப்பாய்! தடைகளை தகர்ப்பது நமது பிறவி குணம்.. தொண்டர்களுக்கு ராமதாஸ் கடிதம்,You can... you will! Breaking barriers is our inborn quality.. Ramdas letter to volunteers
1321,1321,பெண் கல்வி வெல்ல வேண்டும்! ஹிஜாப்களை அனுமதிக்கலாம்! அன்புமணி ஆதரவு! , Women must win education! Hijabs are allowed! Support Anbumani!
1322,1322," எடப்பாடி பழனிசாமிக்கு உதயநிதி சொன்ன ""ரகசியம்"".. ஓபனாக உடைத்து.. 16 அடி பாய்கிறது ""குட்டி சூரியன்"""," The ""secret"" told by Udayanidhi to Edappadi Palaniswami.. broke open.. ""Little Sun"" flows 16 feet."
1323,1323,கர்நாடகாவில் நடப்பது அருவருப்பு.. தமிழகத்தில் அது நடக்காதுனு நம்புவோம்.. டாக்டர் பரூர் அப்துல்லா , What is happening in Karnataka is disgusting.. Let's hope it does not happen in Tamil Nadu.. Dr. Parur Abdullah
1324,1324,"""மதவெறியை மண்டியிட செய்த வீரப்பெண் முஸ்கான்"" சு.வெங்கடேசன் ஆவேச பேச்சு! கோஷமிட்ட பாஜக எம்.பி.க்கள் ","""Mushkan, the heroic woman who brought sectarianism to her knees"" S. Venkatesan's passionate speech! Chanted BJP MPs"
1325,1325,5 மாநிலங்களிலும் பாஜக ஆதரவு அலை.. அனைத்து மாநிலங்களிலும் வெற்றி பெறுவோம் - பிரதமர் மோடி நம்பிக்கை , BJP support wave in 5 states.. We will win in all states - Prime Minister Modi is confident
1326,1326,"ஜம்மு, உ.பி., தமிழகத்தில் வாரிசு அரசியல்.. இது ஜனநாயகத்திற்கு எதிரி.. பிரதமர் நரேந்திர மோடி "," Succession politics in Jammu, UP, Tamil Nadu.. This is enemy of democracy.. Prime Minister Narendra Modi"
1327,1327,உலகின் மிக மூத்த மொழியாக தமிழ் திகழ்கிறது என்பதை நினைத்து நான் பெருமை கொள்கிறேன் - பிரதமர் மோடி , am proud that Tamil is the oldest language in the world - PM Modi
1328,1328,நாடாளுமன்ற அவைக்கே வராத ஒருவருக்கு எப்படி நான் பதில் அளிக்க முடியும்?.. ராகுலை விமர்சித்த பிரதமர்! , How can I give an answer to someone who did not come to the House of Parliament?.. The Prime Minister who criticized Rahul!
1329,1329,வேளாண் சட்டங்கள் கொண்டு வரப்பட்டதும் திரும்ப பெறப்பட்டதும் ஏன்?.. பிரதமர் நரேந்திர மோடி விளக்கம் , Why Agriculture Acts were brought and withdrawn?.. Prime Minister Narendra Modi explains
1330,1330,ஹிஜாப் விவகாரம்: முஸ்லிம் பெண்களை ஒடுக்குவதை இந்திய தலைவர்கள் நிறுத்த வேண்டும்.. மலாலா ஆவேசம்! ,Hijab issue: Indian leaders should stop oppressing Muslim women.. Malala obsession!
1331,1331, பிரதமர் மோடி மார்ச்சில் இலங்கை பயணம்? மீனவர் பிரச்சனைக்கு தீர்வு கிடைக்குமா? , Prime Minister Modi visit Sri Lanka in March? Will there be a solution to the fishermen's problem?
1332,1332,'பிகினியோ; ஜீன்ஸோ.. தான் விரும்புவதை அணிய பெண்களுக்கு உரிமை உண்டு'.. பிரியங்கா காந்தி அதிரடி ட்வீட் , 'Pikinio; Jeans.. Women have the right to wear what they want'.. Priyanka Gandhi action tweet
1333,1333,எனக்கு ட்விட்டர்ல அக்கவுண்ட்டே இல்லை.. ஆள விடுங்க சாமி - ஜேஎன்யூ துணைவேந்தர் பல்டி! , I don't have an account on Twitter.. Leave Sami - JNU Vice Chancellor Baldi
1334,1334," ஆப்கான், பாகிஸ்தான் சுட்டுக் கொல்லப்பட்ட பெண்களுக்கு குரல் கொடுத்தீங்களா? மலாலாவுக்கு பாஜக கேள்வி ",Did you give a voice to the women who were shot and killed in Afghanistan and Pakistan? BJP question to Malala
1335,1335, வந்தாச்சு ஸ்ப்ரே.. மூக்கில் செலுத்தினால் போதும்.. புதிய கொரோனா தடுப்பு மருந்து! இந்தியாவில் அனுமதி, Vandachu spray.. Just put it in the nose.. New corona preventive medicine! Permission in India
1336,1336, விவசாயிகள் போராட்டம்.. கோ பேக் மோடி ட்ரெண்டிங் இடையே.. பஞ்சாப் செல்லும் பிரதமர் மோடி! , Farmers protest .. Go Back Modi trending .. Prime Minister Modi will go to Punjab!
1337,1337,200 ஆண்டுகளுக்குப் பின்னர் மருது சகோதரர்களுடன் திண்டுக்கல்லுக்கு வந்த வீரத்தாய் வேலுநாச்சியார்! ,After 200 years Veerathai Velunachiar came to Dindigul with Marudu brothers!
1338,1338,துபாயில் தமிழகத்தை சேர்ந்த இந்து தொழிலாளியின் உடலை நல்லடக்கம் செய்த இஸ்லாமியர்கள்.. நெகிழ்ச்சி! , Muslims cremated the body of a Hindu laborer from Tamil Nadu in Dubai.
1339,1339, சீனா சார்பாக மாறுகிறதா புதிய இந்தியா? ராமானுஜர் சிலை தொடர்பாக மோடிக்கு ராகுல் காந்தி கேள்வி, Is the new India changing in favor of China? Rahul Gandhi questions Modi regarding Ramanuja statue
1340,1340,'அல்லாஹு அக்பர்' முழக்கமிட்ட கர்நாடக மாணவிக்கு பாகிஸ்தானில் ஆதரவு - பெங்களூரு வழக்கு என்ன ஆனது?,Support in Pakistan for the Karnataka student who shouted 'Allahu Akbar' - What happened to the Bengaluru case?
1341,1341,"நரேந்திர மோடியின் திடீர் பேட்டி: ""தேர்தலுக்காக நடந்த மறைமுக பிரசாரம்"" - எதிர்க்கட்சிகள் விமர்சனம் "," Narendra Modi's surprise interview: ""Sneaky election campaign"" - Opposition criticizes"
1342,1342,தி.மு.க vs அ.தி.மு.க : கொங்கு மண்டல உள்ளாட்சி தேர்தல் கள நிலவரம் - தமிழ்நாடு அரசியல், DMK vs ADMK : Kongu Zone Local Government Election Field Situation - Tamil Nadu Politics
1343,1343,2022ம் ஆண்டின் முதல் ராக்கெட்: காதலர் தினத்தில் விண்ணில் பாயப்போகும் பிஎஸ்எல்வி - சி 52 , First rocket of 2022: PSLV-C52 to launch on Valentine's Day
1344,1344,கேரளாவில் 40 மணி நேரத்திற்கும் மேல் மலை இடுக்கில் சிக்கியிருந்த இளைஞர் மீட்பு,Rescue of a youth who was trapped in a mountain for more than 40 hours in Kerala
1345,1345,நேபாள எல்லையில் சீன ஊடுருவல்: பிபிசிக்கு கசிந்த அரசின் அறிக்கை சொல்வது என்ன?, Chinese intrusion on Nepal border: What government report leaked to BBC says?
1346,1346,"தமிழ்நாடு விவசாயம்: 1,250 பாரம்பரிய நெல் ரகங்களைப் பயிரிட்டு பாதுகாக்கும் தம்பதி"," Tamil Nadu Agriculture: Couple Cultivating and Protecting 1,250 Traditional Rice Varieties"
1347,1347,பாஜக காணாமல் போக போகிறது.. பாருங்கள்! ஆருடம் சொல்லும் லாலு பிரசாத் யாதவ்.. பரபரக்கும் உபி களம்! , BJP is going to disappear.. Look! Lalu Prasad Yadav who says Arudam.
1348,1348,கர்ப்பிணி பெண்ணின் தலையில் ஆணி அடித்த கணவர்.. அப்பதான் ஆண் குழந்தை பிறக்குமாம்..புது உருட்டா இருக்கே, husband who hits a nail on the head of a pregnant woman.. then a boy will be born.. there will be no new birth
1349,1349,"""விபச்சாரம்"".. மனைவியின் தலையை வெட்டி.. தெருவில் எடுத்து சென்ற நபர்.. அதுவும் சிரித்தபடியே..!"," ""Adultery"".. The man who cut off his wife's head.. and took it to the street.. that too while smiling..!"
1350,1350,5 லட்சம் உயிரிழப்புகள்.. வேக்சின் இருந்தும் ஓமிக்ரான் ஆட்டம்.. ஈஸியா நினைக்காதீங்க.. ஹூ முக்கிய அலர்ட் ," 5 lakh deaths.. Even with the vaccine, the Omicron atom.. Don't think it's easy.. Who is the main alert"
1351,1351,கொரோனா இன்னும் முடியல.. அடுத்த வேரியண்ட் ஓமிக்ரானை விட ஆபத்தானதாக இருக்கும்.. ஹூ நிபுணர் வார்னிங் ,Corona is not over yet.. The next variant will be more dangerous than Omicron.. Hu expert warning
1352,1352,குடும்ப தலைவிகளுக்கு 1000 ரூபாய் எப்போ தருவீங்க.. கூட்டத்தில் கேட்ட நபர்.. உதயநிதி கொடுத்த பதில்! , When will you give 1000 rupees to the heads of the family.. The person asked in the meeting.. The answer given by Udayanidhi!
1353,1353,"காட்டுக்குள் ""உடம்பு"".. கோயில் வாசலில் பெயிண்ட்டர் ""தலை"".. விடிய விடிய அலறிய பொதுமக்கள்..!"," ""Body"" in the forest.. Painter ""head"" at the temple gate.. Citizens screamed at dawn..!"
1354,1354,"ஏமாற்ற முடியாது..இனி ""அந்த” படங்கள் பார்க்க கிரெடிட்கார்டு, பாஸ்போர்ட் முக்கியம்..திடீர் கடிவாளம்..!","You can't cheat.. Credit card and passport are important to watch ""those"" movies..Suddenly rein in..!"
1355,1355,கொரோனா தடுப்பூசி நல்லது..ஆனா அதுக்கு சரிப்பட்டு வராது - பீதியை கிளப்பும் கேம்ப்ரிட்ஜ் ஆராய்ச்சியாளர், Corona vaccine is good..but not a cure for it - Cambridge researcher sparks panic
1356,1356,"போச்சே, போச்சே.. ஜீரணிக்கவே முடியல.. நம்ம ""கோஹினூர் வைரம்"" யார்கிட்ட போக போகுதுன்னு பாருங்க..! "," Boche, Boche.. Can't digest.. Look who our ""Kohinoor Diamond"" is going to..!"
1357,1357," ""மோடியின் பொருளாதார கொள்கையால் நஷ்டம்"" என கூறி, பேஸ்புக் லைவில் மனைவியுடன் விஷம் குடித்த ஷூ வியாபாரி","Shoe dealer who poisoned wife with wife on Facebook Live, claiming ""loss due to Modi's economic policy"""
1358,1358, நாளை உ.பி. தேர்தல்: இன்று வெளியான காங். தேர்தல் அறிக்கை! 10 நாளில் விவசாய கடன் தள்ளுபடி என உறுதி, Tomorrow UP Election: Cong released today. Election report! 10 days agricultural loan waiver is assured
1359,1359,வேத மந்திரம் ஓதி யமுனையில் பூஜை.. எடுபடுமா பிரியங்கா காந்தி யுக்தி? உபியில் அனல் பறக்கும் பிரசாரம் , Reciting Vedic Mantras and Puja in Yamuna.. Will Priyanka Gandhi take the strategy? Hot campaign in UP
1360,1360, உத்தரபிரதேசத்தில் நாளை முதற்கட்ட தேர்தல்.. 11 மாவட்டங்களில் 58 தொகுதிகளில் ஓட்டுப்பதிவு,Early election tomorrow in Uttar Pradesh.. Voting in 58 constituencies in 11 districts
1361,1361,முன்னோடி! 33 வருடத்திற்கு முன் தமிழ்நாடு செயல்படுத்திய திட்டத்தை.. உபியில் வாக்குறுதியாக அளித்த பாஜக , Pioneer! The plan implemented by Tamil Nadu 33 years ago.. BJP promised in UP
1362,1362,உ.பி. தேர்தல்.. முதற்கட்ட வாக்குப்பதிவில் 60% வாக்குகள் பதிவு, UP Election.. 60% voter registration in preliminary polling
1363,1363,உ.பியில் நாளை முதல்கட்டத் தேர்தல்.. விஐபிகள் மோதும் தொகுதிகள் என்னென்ன? பரபரக்கும் களம்! , First phase election tomorrow in UP.. What are the constituencies where VIPs will fight? Exciting field!
1364,1364,திமுகவை உதயநிதி நிர்வகிப்பார்.. 2 மாதத்தில் அமைச்சராகிறார்.. அமைச்சர் மூர்த்தி பரபரப்பு தகவல் ,DMK will be managed by Udayanidhi.. He will become a minister in 2 months.. Minister Murthy sensational information
1365,1365,தமிழகத்திற்கு எண்ணற்ற வளர்ச்சித் திட்டங்கள் காத்திருக்கிறது! சஸ்பென்ஸ் உடைத்த அமைச்சர் பி.டி.ஆர்.! , Countless development projects are waiting for Tamil Nadu! Minister BDR who broke the suspense!
1366,1366,'நடப்பது குப்பை தேர்தல் ..அல்வா கிண்ட ரெடியா இருக்காங்க.. சூதானம் மக்களே'.. சொல்வது செல்லூர் ராஜூ , 'What is going on is a rubbish election..Alwa Kinda ready..Sudanam people'..says Sellur Raju
1367,1367,படுத்த படுக்கையாக இருந்த மனைவி.. மனநலம் பாதித்த மகள்.. கழுத்தை அறுத்து கொன்ற முன்னாள் ராணுவ வீரர் , bedridden wife.. a mentally ill daughter.. an ex-soldier who killed him by slitting his throat
1368,1368,காதலர் தினம் முதல் மீண்டும் உண்ணாவிரத போராட்டத்தை தொடங்கும் அண்ணா ஹசாரே.. என்ன காரணம்? , Anna Hazare will start hunger strike again from Valentine's Day.. What is the reason?
1369,1369,"""எண்ட்கேம்"".. முடிவை நெருங்கும் கொரோனா பெருந்தொற்று? உலகம் முழுக்க நிலவரம் என்ன - பின்னணி! "," ""Endgame"".. Is the Corona Pandemic Nearing the End? What's up with the world - background!"
1370,1370,அம்மாடியோவ்! அரைக்கிற அம்மில இருந்து உரல் வரை.. எல்லாமே வெள்ளி.. காரைக்குடியில் அசத்தல் சீர்வரிசை! ,Ammadiov! From the grinding Ammi to the Ural.. everything is silver.. Amazing array in Karaikudi!
1371,1371,"பூணூல் இதுல ஏன்?.. முஸ்லிம் சகோதரிகளுக்காக நாங்களும் ""ஹிஜாப்"" அணிவோம்.. லட்சுமி ராமகிருஷ்ணன் அதிரடி"," Poonool Why this?.. We also wear ""Hijab"" for Muslim sisters.. Lakshmi Ramakrishnan Action"
1372,1372, பாடகர் வேல்முருகனுக்கு கிராமிய இசை கலாநிதி பட்டம் - தருமபுரம் ஆதினத்தின் ஆஸ்தான பாடகராக நியமனம் , Singer Velmurugan Awarded Gramiya Music Kalanidhi Degree - Appointed Asthana Singer of Dharumapuram Adinath
1373,1373,தை கிருத்திகை: முருகனுக்கு விரதம் இருந்தால் திருமணத்தடை நீங்கும் புத்திரபாக்கியம் கிடைக்கும் ,"Tai Krittikai: If Murugan fasts, he will get the blessing of having a son"
1374,1374,ஏகாதசியை விட சிறப்பான விஷ்ணுபதி புண்ணியகாலம்.. மாசி முதல்நாளில் மகாவிஷ்ணுவை வணங்குங்கள் , Vishnupati Punnyakalam is better than Ekadasi.. Worship Lord Vishnu on the first day of Masi.
1375,1375,ஆற்றுக்கால் பகவதி அம்மன் கோவில் பொங்கல் விழா கொடியேற்றம் - என்னென்ன கட்டுப்பாடுகள் , Riverside Bhagwati Amman Temple Pongal Festival Flag Hoisting - What are the restrictions?
1376,1376," ""பர்தா""வுக்கு புதுச்சேரியில் தடை?.. 9ம் வகுப்பு மாணவியால் பரபரப்பு.. சீருடை குறித்து தமிழிசை பேட்டி"," ""Burda"" banned in Puducherry?.. 9th class girl stirs up .. Tamilisai interview about uniform"
1377,1377,வீட்டிற்குள் விரியன் பாம்பு..விஷமேறிய நிலையில் எஜமான் குடும்பத்தைக் காப்பாற்றிய நாய்-திக்திக் காட்சி,Virian snake inside the house..Dog-dikthi scene that saved the owner's family while it was poisoned
1378,1378,'கோல்மால் லேடி'.. டெஸ்டுக்கு வந்த இடத்தில் பெண் செய்த காரியத்தை பாருங்க.. அப்படியே மிரண்டுபோன போலீஸ், 'Kolmaal Lady'.. Look at what the girl did at the place of the test.. The police were shocked.
1379,1379," ""காமவெறி"".. ஒரு பெண்ணையும் இந்த தாத்தா விடமாட்டாராம்.. 85 வயசுல செய்த அக்கிரமம்..கடைசியில் ஒரு கொலை"," ""Luxury"".. This grandfather will not leave a single woman.. The crime committed at the age of 85.. Finally a murder."
1380,1380,பணியாரம் ருசியா இல்லையாம்.. அதுக்காக இப்படியா.. ராத்திரி 10 மணிக்கு நடந்த அக்கிரமத்தை பாருங்க..!,Isn't work delicious.. Is it like this.. Look at the crime that happened at 10 pm..!
1381,1381,ஜோடி போட்டு பார்த்துவிடலாம்! ஒரே வார்டில் கணவன் -மனைவி ஒருவரை ஒருவர் எதிர்த்து போட்டி! , Let's pair it and see! Husband and wife compete against each other in the same ward!
1382,1382,செஞ்சி அருகே பௌத்த கோயில் குறித்து கூறும் பல்லவர் கால கல்வெட்டு கண்டுபிடிப்பு! , Pallavar era inscription found near Senchi says about Buddhist temple!
1383,1383,வனிதாவிற்கு டப் கொடுத்த பாலா... மீண்டும் எழுந்த ஜூலி.. சூடுபிடிக்கும் அல்டிமேட் ஆட்டம் , Bala gives Vanitha a dub...Julie wakes up again.. Ultimate game that heats up
1384,1384,பிக்பாஸ் வீட்டிற்குள் சினேகன்.. கன்னிகா கூறிய மகிழ்ச்சியான செய்தி..வாழ்த்தும் ரசிகர்கள் ,Snehagan inside the Bigg Boss house.. Kannika's happy news.. Congratulating fans
1385,1385,கண்ணீரே வரல நல்லா பாருங்க... மீண்டும் கெத்தாக களமிறங்கிய ஜூலி.. ரசிகர்கள் கூறும் அந்த வார்த்தை ," Don't shed any tears, watch it... Julie, who is back in action, is saying the words of the fans."
1386,1386,பிக்பாஸ் சொன்ன ஒரு வார்த்தை..கையெடுத்து கும்பிட்டு கதறும் போட்டியாளர்கள்..ஒரு வாரத்திற்குள்ளேயா?? , A word from Bigg Boss..contestants holding hands and bowing and screaming..within a week??
1387,1387,முன்னணி சீரியலில் களம் இறங்கப் போகும் ராஜு...எதிர்பாராத ட்விஸ்ட்டால் திணறும் ரசிகர்கள், Raju is going to enter the field in the leading serial...fans are getting choked by an unexpected twist.
