,Index,Tamil,English
1457,1457,வாரிசு அரசியல் ஆபத்தானது..கட்சிக்குள் குடும்ப அரசியலுக்கு அனுமதியில்லை.. பிரதமர் நரேந்திர மோடி உறுதி, Succession politics is dangerous.. Family politics is not allowed in the party.. Prime Minister Narendra Modi assured
1458,1458,"மலையிலிருந்து அழைத்தால் ஓடி வருவோம்! ரஷ்யாவிற்கு இந்தியா ""ஸ்டிராங்க்"" ஆதரவு.. நெகிழ்ச்சியான காரணம்! ","If you call from the mountain, we will come running! India's ""Strong"" support for Russia.. Resilient reason!"
1459,1459,தலைவர் பதவியில் இல்லாத போதும் ராகுல்தான் அத்தனை முடிவுகளையும் எடுக்கிறார்.. கபில் சிபல் கடும் சாடல் , Rahul is taking all the decisions even when he is not in the position of the leader.. Kapil Sibal is bitter
1460,1460,"சபாஷ்! ""கல்வி செலவை அரசே ஏற்கும்!"" உக்ரைன் போரால் நாடு திரும்பிய மாணவர்கள்.. ஆதரவாக நிற்கும் கேசிஆர்"," Well done! ""Government will bear the cost of education!"" Students returned from the war in Ukraine.. KCR stands in support"
1461,1461,பஞ்சாப் முதல்வர் பதவி ஏற்பு விழா Live : பஞ்சாப் மாநில முதல்வராக பதவியேற்றார் பகவாந்த் மான் ,Punjab Chief Minister Inauguration Ceremony Live : Bhagwant Mann was sworn in as the Chief Minister of Punjab
1462,1462,பள்ளி படிவங்களில் ஜாதி விவரம்: அமைச்சர் அன்பில் தரும் புது விளக்கம், Caste details in school forms: New explanation given by minister Anbil
1463,1463,எஸ்.பி. வேலுமணி வீட்டில் மீண்டும் லஞ்ச ஒழிப்பு சோதனை - பின்னணி என்ன?, SB Another anti-bribery raid at Velumani house - what's the background?
1464,1464,உக்ரைன் போர் களத்தில் தவித்த 800 பேரை இந்தியா மீட்டு வந்த 24 வயது பெண் பைலட் , 24-year-old female pilot rescued 800 people from Ukraine battlefield
1465,1465,பிரபல நடிகை கைது.. கூட்ட நெரிசலில் அசிங்கப்பட்டு.. அசடு வழிந்து.. கடைசியில் தான் ஹைலைட்டே..!,Famous actress arrested.. In the crowd.
1466,1466,ஹிஜாப் அனுமதி மறுப்பு.. தீர்ப்பை அறிந்து தேர்வு எழுதாமல் வெளியேறிய மாணவிகள்.. கர்நாடகாவில் பரபரப்பு , Denial of hijab permission..Students left the exam knowing the verdict..Commotion in Karnataka
1467,1467,பொய்.. உக்ரைன் போர் பற்றி செய்தி வாசிக்கும் போதே.. உள்ளே புகுந்த ரஷ்ய பெண்.. அடுத்து நடந்த ட்விஸ்ட்!, Lie.. while reading the news about the war in Ukraine.. a Russian girl who entered.. the next twist!
1468,1468,உக்ரைன் மீட்பு பணி கஷ்டமாக இருந்தது.. பிரதமர் மோடி தலையீட்டால் வெற்றி: வெளியுறவு அமைச்சர் ஜெய்சங்கர்,Ukraine rescue mission was difficult.. success due to PM Modi's intervention: External Affairs Minister Jaishankar
1469,1469,பெருசா இருந்தாதான் கெத்து.. ரத்தம் குடித்து தொப்பை வளர்க்கும் ஆண்கள்.. எங்கு தெரியுமா," If there is Perusa, it is bad.. Men who drink blood and grow bellies.. Do you know where"
1470,1470,"திடீர் திருப்பம்! ""உண்மையை ஒப்புக் கொள்ள வேண்டிய நேரம்.."" நேட்டோ குறித்து கலங்கிய ஜெலன்ஸ்கி! பின்னணி"," Sudden turn! ""Time to admit the truth.."" Zelensky worried about NATO! Background"
1471,1471,மாபெரும் குற்றம்.. போரை நிறுத்துங்கள்! உக்ரைன் துயரம் கண்டு சொந்த நாட்டின் மீது கோவப்பட்ட ரஷ்ய பைலட்,Great crime.. Stop the war! A Russian pilot angry at his own country after seeing the tragedy in Ukraine
1472,1472,அரசு நிகழ்ச்சியில் திடீர் மின்தடை.. 15 நிமிடம் பேசாமலேயே நின்ற எம்எல்ஏ..கிருஷ்ணகிரி பரபரப்பு , Sudden power outage in government function.. MLA stood without speaking for 15 minutes.. Krishnagiri sensation
1473,1473,இவிஎம் ஓட்டுகளால் பாஜக வெற்றி.. தபால் ஓட்டில் 51.5% வாங்கியது சமாஜ்வாதி: அகிலேஷ் சொல்லும் கணக்கு, BJP won by EVM votes.. Samajwadi won 51.5% of postal votes: Akhilesh's account
1474,1474,பிரச்சினை சிறிதெனில் சாமியிடம் போய்விடு.. பிரச்சினை பெரியதெனில் சாமியாராகவே போய்விடு!," If the problem is small, go to the preacher.. If the problem is big, go to the preacher!"
1475,1475, தனிக்குடித்தனத்தில் அடி ஜாஸ்தி.. ஆதலால் கூட்டுக்குடும்பமாக இருப்போம்..இப்படிக்கு பாவப்பட்ட கணவர்கள்,Adi jasti in monogamy.. so let's be a joint family.. Such husbands are sinful.
1476,1476,"""Grandson of MLA.."" செருப்பே போடாத எம்எல்ஏ காந்தி பெயரை கெடுக்கும் அம்ரிஷ்.. அதிர்ந்த நாகர்கோவில் "," ""Grandson of MLA.."" MLA who does not wear sandals Amrish tarnishes Gandhi's name.. Shocked Nagercoil"
1477,1477,"யுத்தத்தை நிறுத்துங்க- பேச்சுவார்த்தை நடத்துங்க... உக்ரைன், ரஷ்யாவுக்கு ஐ.நா-விடம் இந்தியா வேண்டுகோள் "," India appeals to UN for Ukraine, Russia to stop the war - negotiate..."
1478,1478,எஸ்பி வேலுமணி உறவினரின் நகைக் கடை.. ஏவிஆர் ஸ்வர்ண மஹாலில் 8 மணி நேரம் நடந்த லஞ்ச ஒழிப்புத்துறை சோதனை,SP Velumani's cousin's jewelery shop .. Anti-bribery department raided AVR Swarna Mahal for 8 hours
1479,1479, குறைந்த முதலீட்டில் அதிகபட்ச இலாபம்! ஆடு வளர்ப்பு திட்டம், Maximum profit with minimum investment! Goat breeding project
1480,1480,குளத்தில் பதுங்கிய ரவுடி! ட்ரோன் உதவியுடன் தட்டி தூக்கிய காவலர்கள்! கெத்து காட்டிய தென்காசி போலீஸ், A raider lurking in the pool! Guards knocked down with the help of drones! Tenkasi police who showed up
1481,1481,குடிச்சிட்டு 'பப்ல' டான்ஸ் ஆடியிருக்கீங்களே.. கேட்ட ரசிகர்.. விஜே பார்வதி சொன்ன பதில் , Did you dance the 'bubla' dance when you got drunk.. the fan asked.. VJ Parvathy replied
1482,1482,வலிமை படத்தின் கடைசி நாள் ஷூட்டிங்கில் சைத்ரா ரெட்டி செய்த காரியத்தை பாருங்க! ,Check out what Chaitra Reddy did on the last day of shooting for Mohamad!
1483,1483,"""வெறித்தனம்"".. இவரெல்லாம் ஒரு புருஷனா?.. பூர்ணிமா தூங்கி கொண்டிருந்தபோது.. இந்த கொடுமையை பாருங்க..!"," ""Crazy"".. Is this all a man?.. When Poornima was sleeping.. Look at this cruelty..!"
1484,1484,தெள்ளாறு அருகே 8 ஆம் நூற்றாண்டை சேர்ந்த பல்லவர் கால சிற்பங்கள் கண்டுபிடிப்பு , 8th century Pallavar sculptures discovered near Tellaru
1485,1485, திருவாரூர் தியாகராஜர் கோவிலில் ஆழித்தேரோட்டம் கோலாகலம் - பக்தர்கள் ஆருரா தியாகேசா முழக்கம் , Azhitherottam Kolakalam at Tiruvarur Thyagaraja Temple - Devotees chant Arura Thyagesa
1486,1486,வேகமான முன்னேற்றம்! தூத்துக்குடிக்கு லக் மேல் லக்! நினைத்தவுடன் இனி சர்ர்ன்னு பறக்கலாம்! குட் நியூஸ்,"Fast progress! Luck on Luck for Tuticorin! As soon as you think, you can fly Sarrnnu! Good news"
1487,1487,பாகிஸ்தானில் இந்திய ஏவுகணை விழுந்தது ஏன்? அமெரிக்கா கொடுத்த விளக்கத்தை பாருங்க , Why did the Indian missile fall in Pakistan? Look at the explanation given by the United States
1488,1488,ஒத்தைக்கு ஒத்தையா நான் ரெடி.. புடின் நீங்க ரெடியா.. ரஷ்யாவுக்கு நேரடி சவால் விடுத்த எலான் மஸ்க்..! , I am ready for the same.. Putin is ready for you.. Elon Musk directly challenged Russia..!
1489,1489,காஷ்மீர் ஃபைல்ஸ்: இவ்வளவு சர்ச்சை ஏன்? படத்தை பாஜக ஆதரிப்பதன் காரணம் என்ன?, Kashmir Files: Why So Much Controversy? Why is BJP supporting the film?
1490,1490, இயக்குநர் பாண்டிராஜ் பேட்டி: 'உதவி இயக்குநராக இருக்கும்போது நூறு ரூபாய் தரக்கூட யோசிப்பார்கள்',"Interview with director Pandiraj: 'When you are an assistant director, they even think of giving you a hundred rupees'"
1491,1491,ஹிஜாப் வழக்கு மேல்முறையீடு! ஹோலிக்கு பின் விசாரிப்போம்.. அவசரமாக விசாரிக்க உச்சநீதிமன்றம் மறுப்பு , Hijab case appeal! Let's investigate after Holi.. Supreme Court refuses to investigate urgently
1492,1492,ஹிஜாப்புக்கு அனுமதி வேண்டும்! கர்நாடகாவில் நாளை இஸ்லாமிய அமைப்புகள் பந்த்! பாதுகாப்பு தீவிரம் , Hijab needs permission! Islamic organizations to bandh tomorrow in Karnataka! Security intensity
1493,1493,பஞ்சாப் முதல்வராக பதவியேற்றார் ஆம் ஆத்மியின் பகவந்த் மான் - லட்சக்கணக்கானோர் பங்கேற்பு,Aam Aadmi's Bhagwant Mann sworn in as Punjab Chief Minister - Lakhs turnout
1494,1494,தேர்தல் தோல்வி எதிரொலி! - பஞ்சாப் காங்கிரஸ் தலைவர் பதவியில் இருந்து ராஜினாமா செய்தார் சித்து! , The echo of election failure! - Sidhu resigned from the post of Punjab Congress President!
1495,1495,"யார்னு பாருங்க.. ""அவர் நல்லாயிருக்கணும்"" விழிவிரிய வைத்த ""முதல்வரின்"" மாஜி மனைவி.. உருகும் பஞ்சாப்"," Look who.. Ex-Wife of ""Chairman"" who awakened ""He should be good""... Melting Punjab"
1496,1496,பதவியேற்கும்போதே சர்ச்சையில் பகவந்த் மான்.. - பார்கிங் வசதிக்காக 40 ஏக்கர் கோதுமை நிலத்தை அழித்தாரா?,Bhagwant Maan in controversy when he took office.. - Did he destroy 40 acres of wheat land for parking facility?
1497,1497, ''எனக்கு ஓட்டு போடாதவர்களுக்கும் நான் தான் முதல்வர்' - பதவியேற்ற பின் பகவந்த் மானின் முதல் பேச்சு!," ""I am the Chief Minister even for those who did not vote for me"" - Bhagwant Maan's first speech after taking office!"
1498,1498,"132 ஆவது நாளாக சென்னையில் பெட்ரோல், டீசல் விலையில் மாற்றமில்லை.. வாகன ஓட்டிகள் மகிழ்ச்சி ", There is no change in petrol and diesel prices in Chennai for the 132nd day.. Motorists are happy
1499,1499,தி காஷ்மீர் பைல்ஸ் - பண்டிட்களுக்கு துரோகம் செய்தது யார்?- மாறி மாறி குற்றம்சாட்டும் காங்கிரஸ்-பாஜக‌ ,The Kashmir Piles - Who Betrayed the Pandits?- Congress-BJP take turns to blame
1500,1500,12 -14 வயது சிறுவர்களுக்கு 'கோர்பே வேக்ஸ்' கொரோனா தடுப்பூசி.. இன்று முதல் செலுத்தும் பணி தொடங்கியது!, 12-14-year-old boys 'Corpe Vax' corona vaccine.. The payment has started from today!
1501,1501,மருத்துவத்துறையில் தமிழகம் முதலிடம்...இந்தியாவே பாராட்டும் முதல்வர் ஸ்டாலின் - உதயநிதி பெருமிதம் , Tamil Nadu is number one in the field of medicine...India itself appreciates Chief Minister Stalin - Udayanidhi Perumidham
1502,1502,பிரசாந்த் கிஷோரை சந்தித்தாரா நடிகர் விஜய்?.. 2024 லோக்சபா தேர்தலில் பெரிய பிளானுடன் களமிறங்குகிறாரா?,Did actor Vijay meet Prashant Kishore?.. Is he entering the 2024 Lok Sabha elections with a big plan?
1503,1503,"""சீன்""லயே இல்லையே.. ""அவரை விடாதீங்க"".. டெல்லியின் செம மூவ்.. குழப்பத்தில் அதிமுக.. அப்ப சசிகலா?"," Not in the ""scene"".. ""Don't let him go"".. Sema move of Delhi.. AIADMK in confusion.. Sasikala then?"
1504,1504,திமுகவில் இருந்து விலகி வந்தவர்.. கே.பி ராமலிங்கம் தமிழக பாஜக துணைத்தலைவர்.. அண்ணாமலை அறிவிப்பு , He left DMK.. KP Ramalingam is Tamil Nadu BJP vice president.. Annamalai announcement
1505,1505,மார்ச் 20-ம் தேதி அரசியல் ஆசான் நினைவுநாள்! தஞ்சாவூரில் மவுனம் கலைக்கத் தயாராகும் சசிகலா? ,March 20 is the anniversary of political teacher! Sasikala ready to break her silence in Thanjavur?
1506,1506,"ஹிஜாப் தடை: தமிழ்நாட்டிலும் பரவியது போராட்டம்! புதுக் கல்லூரி மாணவர்கள், இஸ்லாமிய அமைப்புகள் தர்ணா! "," Hijab ban: protest spread to Tamilnadu! New college students, Islamic organizations dharna!"
1507,1507,"""ஆர்எஸ்எஸ்ஸும், ஆளுநர் ரவியும்"".. எகிறிய பாலகிருஷ்ணன்.. டி.ஆர்.பாலுவுக்கு வந்த கோபம்.. செம எதிர்ப்பு"," ""RSS and Governor Ravi""."
1508,1508,பி.எஃப் வட்டிக்குறைப்பை மறுபரிசீலனை செய்ய நடவடிக்கை தேவை - மத்திய அரசுக்கு ஓபிஎஸ் கோரிக்கை ,Action needed to review PF interest reduction - OPS request to Central Govt
1509,1509,"""நிறம்"" மாறும் தலைகள்.. நொறுங்கும் சசியின் கனவு.. எகிறும் எடப்பாடியின் மவுசு.. காலம் தந்த பரிசு"," ""Colour"" changing heads.. The dream of the crumbling sapling.. The mouse of the soaring Edappadi.. The gift of time."
1510,1510,நீங்க தடுத்தா நான் விட்டுருவேனா?..நடத்தியே காட்டுவேன்..அன்னபூரணி சவால்.. ஏப்.3 இல் பெரிய சம்பவம்? ," If you stop me, will I leave?..I will show it by my behavior..Annapurani Challenge..Big incident on Apr 3?"
1511,1511,தந்தை ஸ்தானத்தில் நின்று தம்பி மகனுக்கு திருமணம்! கே.என்.ராமஜெயத்தை நினைத்து உருகிய கே.என்.நேரு! ,"Standing in the father's position, the brother's son got married! KN Nehru melted thinking of KN Ramajayam!"
1512,1512,"""பிளான் இது.. சீக்ரெட்டா முடிங்க"".. டெல்லி மேலிடம் போட்ட உத்தரவு.. டக்கென கண் விழித்த கதர்கட்சி"," ""This is the plan.. End the secret""."
1513,1513,நீட் தேர்வு விலக்கு! முதல்படியில் நமக்கு வெற்றி! திருமண விழாவில் முதல்வர் ஸ்டாலின் சொன்ன தகவல்! , NEET Exemption! Success for us in the first step! The information said by Chief Minister Stalin at the wedding ceremony!
1514,1514," பறந்த ஆர்டர்.. நீங்க 3 பேரும் உடனே கிளம்பி வாங்க.. பரபரக்கும் ""மேலிடம்"".. யார் இந்த லெனின் பிரசாத்",The order flew in.. You 3 all leave immediately and buy it..
1515,1515,"டார்கெட் ""டெல்லி"".. தூது போகும் திமுக.. துபாயிலிருந்து திரும்பியதும் முதல் வேலை! முதல்வர் பிளான்! "," Target ""Delhi"".. DMK going on mission.. First job after returning from Dubai! Chief plan!"
1516,1516,"ஸ்டாலின் ""பிரதமர்"" ஆவார்னு யாருங்க சொன்னது.. சல்லிக்காசு கிடையாது.. ஜெயக்குமாருக்கு வந்துச்சே கோபம்"," Who said that Stalin was the ""prime minister"".. There is no money.. Jeyakumar is angry."
1517,1517,புதிய அரசு வெற்றியடைய வேண்டும்! பஞ்சாப் முதல்வர் பகவந்த் மானுக்கு ஸ்டாலின் வாழ்த்து! ,The new government must succeed! Stalin congratulates Punjab Chief Minister Bhagwant Maan!
1518,1518,கே.என்.நேரு மீது கூட்டணி கட்சியினர் கோபத்தில் இருப்பார்கள்! ஸ்டாலின் பேச்சால் கலகலப்பான திருமண விழா!, Allies will be angry with KN Nehru! Lively wedding ceremony with Stalin's speech!
1519,1519,"""2 ராஜாக்கள்"".. அதிமுகவும் இல்லையாம்.. அமமுகவும் இல்லையாம்.. இது புதுஸ்ஸாம்.. சசியின் ஆட்டம் ஆரம்பம்"," ""2 kings"".. AIADMK or not.. AAMK or not.. This is new.. Sasi's game is beginning."
1520,1520,சிமெண்ட் -செங்கல் -இரும்பு கம்பி விலை கிடுகிடு! கட்டுமான தொழில் கடும் பாதிப்பு! வேல்முருகன் வேதனை! ,Cement-brick-iron wire prices are slashed! The construction industry is severely affected! Velmurugan agony!
1521,1521,உங்களுக்கு ஆங்கிலம் தெரியுமே.. ஏன் ஹிந்தி? மத்திய அமைச்சரிடம் சீறிய கனிமொழி.. அடுத்து நடந்த ட்விஸ்ட்!, You know English.. why Hindi? Kanimozhi angry with the Union Minister.. The next twist!
1522,1522,மீண்டும் பவர் கட் வரலாம்... போய் ஜெனரேட்டர் வாங்குங்க மக்களே! - எச்சரிக்கும் அண்ணாமலை , There may be another power cut... go buy a generator people! - Warning Annamalai
1523,1523,"உதயநிதி போட்ட போடு.. ""ஹாட்ரிக்"" அடித்த முதல்வர் ஸ்டாலின்.. காரணம் யார் தெரியுமா, அதிர்ந்த மேடவாக்கம்","Put Udayanidhi.. Chief Minister Stalin who scored a ""hat trick"".. Do you know who is the reason?"
1524,1524,அண்ணாமலைக்கு அட்வைஸ் பண்ணுங்க மோடிஜி! மரணத்தை வைத்து அரசியல் செய்கிறார் - கொதித்த மாணிக்கம் தாக்கூர், Modiji advise Annamalai! Doing politics with death - Boiled Manikam Thakur
1525,1525,சமூகநீதியை பாதுகாக்கக் கூடிய உச்சநீதிமன்ற தீர்ப்பு மகத்தானது! முதல்வர் ஸ்டாலின் வரவேற்பு! , The Supreme Court's decision to protect social justice is great! Chief Minister Stalin's welcome!
1526,1526,சென்னையில் திக் திக்.. நடு ரோட்டில்.. அத்தனை பேர் பார்க்கும்போது.. வாலிபரை வெட்டிய பள்ளி மாணவன்,Thik Thik in Chennai.. in the middle of the road.. while all the people are watching.. the school student cut the teenager.
1527,1527,அமமுகவை விரும்பி ஆரம்பிக்கவில்லை.. கட்சியை தொடங்கியது ஏன்?.. டிடிவி சொன்ன காரணத்தை பாருங்க! , I didn't start liking AAMUK.. Why did I start the party?.. Look at the reason told by DTV!
1528,1528,தமிழகத்தில் மீண்டும் கொரோனா பரவாமல் தடுக்க தடுப்பூசி அவசியம்.. விஜயகாந்த் அறிக்கை , Vaccination is necessary to prevent corona from spreading again in Tamil Nadu.. Vijayakanth's statement
1529,1529,நீங்க அப்பா மாதிரி.. உங்களை பார்க்க ஓடி வந்தேன்! முதல்வரை சந்தித்த நரிக்குறவர் இன மாணவி! நெகிழ்ச்சி , You are like a father.. I ran to see you! Narikkuvar student who met the Prime Minister! elasticity
1530,1530,பெண்களை குறி வைத்து நீராவி முருகன் அட்டகாசம்.. என்கவுண்டருக்கு பிறகு தென்மண்டல ஐஜி அன்பு சொன்ன தகவல் ,"After the encounter, Murugan steamed at women.. South Zone IG Anbu"
1531,1531,கைவிடப்பட்ட ஜெ.வின் நினைவில்ல திட்டம்.. தமிழக அரசிடம் வட்டியுடன் ரூ.68 கோடி டெபாசிட் ஒப்படைப்பு..! , Abandoned J.'s Unremembered Project.. Handing over Rs.68 crore deposit with interest to Tamil Nadu Government..!
1532,1532,24 மணி நேரம் தான் கெடு.. விவரம் தெரிஞ்சு பேசுங்க அண்ணாமலை.. கொந்தளித்த அமைச்சர் செந்தில் பாலாஜி , 24 hours is bad.. Know the details and talk about Annamalai.. Minister Senthil Balaji is upset.
1533,1533,அரசியல் தலையீடு இருக்காது.. முதல்வர் ஸ்டாலின் கொடுத்த உறுதி.. அடுத்த வாரமே சீறிய போலீசின் தோட்டா..! ,There will be no political interference.. Chief Minister Stalin's assurance.. Next week the bullet of angry police..!
1534,1534,"யூபிஎஸ்ஸில் தீவிபத்து.. தாய், 2 மகள்கள், செல்லப்பிராணி மூச்சுத்திணறலால் பலி.. கோவையில் சோகம் "," Fire at UPS .. Mother, 2 daughters, pet died of suffocation .. Tragedy in Coimbatore"
1535,1535,மிக மோசமான நிலையில் இலங்கை.. உணவுக்கு அல்லாடும் மக்கள்.. ஐஎம்எஃப்பிடம் கையேந்தும் அவல நிலையில் அரசு , Sri Lanka is in the worst situation.. People are starving for food.. The government is in such a dire situation that it is taking over from the IMF
1536,1536,"25 பவுன், 5 லட்சம் வரதட்சிணை கேட்டு வன அலுவலருக்கு டார்ச்சர்.. 5 மாத கருவை கொன்ற மாமியார், கணவர்! ","25 pound, 5 lakh dowry torture to the forest officer."
1537,1537,"கஷாயம் வைத்தே ""கர்ப்பத்தை"" காலி செய்த இரக்கமில்லாத பெண்.. மேடம் இப்ப ஜெயிலில்..!"," The merciless woman who emptied her ""pregnancy"" with potions.. madam is now in jail..!"
1538,1538,5 மாநில சட்டசபை தேர்தல்களில் தோல்வி- டெல்லியில் காங். அதிருப்தி தலைவர்கள் இன்று ஆலோசனை , Defeat in 5 state assembly elections- Congress in Delhi. Dissident leaders consult today
1539,1539,இது நடந்தால்.. பாஜகவிற்கு லோக்சபா தேர்தல் ரொம்ப கடினமாக மாறும்.. பிரசாந்த் கிஷோர் சொல்லும் சீக்ரெட், If this happens.. Lok Sabha election will become very difficult for BJP.. Prashant Kishore tells the secret
1540,1540,சூப்பர் ஸ்பெசாலிட்டி.. தமிழகத்தில் 50% இட ஒதுக்கீடு தந்த அரசாணைக்கு சுப்ரீம் கோர்ட் இடைக்கால அனுமதி ,Super specialty.. Supreme Court gives interim permission to the ordinance that gave 50% reservation in Tamil Nadu
1541,1541,"லக்கின்பூர்கேரி வன்முறை.. மத்திய அமைச்சர் மகன், உ.பி. அரசு பதிலளிக்க உச்சநீதிமன்றம் உத்தரவு "," Lakinpurkeri violence.. Union Minister's son, U.P. Supreme Court orders government to respond"
1542,1542,உக்ரைன் போருக்கு இடையே திடீரென இந்தியா வரும் சீன வெளியுறவுத்துறை அமைச்சர்! முக்கிய மீட்டிங்! பின்னணி, China's foreign minister suddenly comes to India amid the war in Ukraine! Important meeting! Background
1543,1543," இதுதான் இந்தியாவின் ""பவர்"".. பொருளாதார தடை போட அமெரிக்கா மறுப்பு.. பதுங்கும் பிடன்? என்ன காரணம்? ","This is India's ""power"". what is the reason?"
1544,1544,திருமணத்துக்காக‌ நரபலி கொடுக்க கடத்தப்பட்ட 7 வயது சிறுமி.. கடைசி நேரத்தில் காப்பாற்றிய போலீஸ்! , A 7-year-old girl who was abducted to be a human sacrifice for marriage was rescued by the police at the last moment!
1545,1545,பிரிவினைவாத தலைவர் யாசீன் மாலிக்கை மன்மோகன் சிங் சந்தித்தது ஏன்? மக்களவையில் நிர்மலா சீதாராமன் கேள்வி , Why did Manmohan Singh meet separatist leader Yasin Malik? Nirmala Sitharaman question in Lok Sabha
1546,1546,அடேங்கப்பா! தமிழ்நாடு நிறுவனம் இத்தனை கோடி மோசடி செய்ததா? பரிதாபகரமான நிலையில் பஞ்சாப் நேஷனல் வங்கி ,Atengappa! Did the Tamilnadu company cheat so many crores? Punjab National Bank in pathetic condition
1547,1547,இந்திய தேர்தல் அரசியலில் பேஸ்புக் தலையீடு! பரபரப்பு குற்றச்சாட்டை லோக்சபாவில் எழுப்பிய சோனியா காந்தி , Facebook intervention in Indian election politics! Sonia Gandhi raised the allegation of sedition in the Lok Sabha
1548,1548,சோனியாவை யாராலும் பலவீனமாக்க முடியாது! கபில் சிபலுக்கு மல்லிகார்ஜூனா கார்கே பதிலடி! முற்றும் மோதல் , No one can make Sonia weak! Mallikarjuna Kharge hits back at Kapil Sibal! Total conflict
1549,1549,தமிழகத்தில் சாலை விபத்துக்கள் அதிகம்.. ஒரே ஆண்டில் 8 ஆயிரம் பேர் உயிரிழப்பு.. நிதின் கட்கரி பகீர் ,Road accidents are high in Tamil Nadu.. 8 thousand people lost their lives in a single year.. Nitin Gadkari Bhagir
1550,1550,சோனியாவிற்கு அதிகரிக்கும் அழுத்தம்.. டெல்லியில் ஜி 23 தலைவர்கள் அவசர கூட்டம்.. காங்கிரசில் மோதல்! , Increasing pressure on Sonia.. Emergency meeting of G23 leaders in Delhi.. Clash in Congress!
1551,1551,செம்ம.. அரசியலில் அடுத்த இன்னிங்க்ஸ் ஆடும் பாஜி.. மாண்புமிகு நாடளுமன்ற உறுப்பினராகும் ஹர்பஜன் சிங் ? , Semma.. Baji playing the next innings in politics.. Harbhajan Singh will be the honorable Member of Parliament?
1552,1552,போலீசில் சிங்கம்..கிக் பாக்சிங் தங்கம்..​ரவுடிகளுக்கு சிம்மசொப்பனம்.. யார் இந்த எஸ். ஐ. இசக்கி ராஜா?,Lion in police..Gold in kickboxing..Shimasoppanam for raiders..Who is this S. I. Issaki the king?
1553,1553,கேரளாவில் தீப்பிடித்து எரியும் கிணற்று தண்ணீர் - என்ன காரணம்?, Well water on fire in Kerala - What is the cause?
1554,1554,கொரோனாவால் வேலையிழந்தவர் இன்று லட்சத்தில் வருமானம் ஈட்டுகிறார்: யார் இந்த இசாக் முண்டா?, Corona Jobless Man Earns Millions Today: Who Is This Isaac Munda?
1555,1555,வட கொரியா ஏவுகணை சேதனையில் ஈடுபட்டு அது தோல்வியில் முடிந்தது: தென் கொரியா, North Korea engages in missile strikes that fail: South Korea
1556,1556,லாரியை திறந்து பார்த்தால் அதிர்ச்சி.. குவியல் குவியலாக சிக்கிய போதைப்பொருட்கள்.. ரூ.136 கோடி! எங்கு? ,"If you open the truck, you will be shocked.. There are heaps of drugs.. Rs. 136 crores! Where?"
1557,1557,ஹிஜாப் தடை.. மதம் - கல்வியில் ஒன்றை மட்டுமே எப்படி தேர்வு செய்ய முடியும்? இஸ்லாமிய மாணவிகள் குமுறல், Hijab ban..Religion - How can you choose only one in education? Muslim female students are angry
1558,1558,தி காஷ்மீர் பைல்ஸ் படத்துக்கு வரி விலக்கு கோரும் காங். முதல்வர்! இன்று தியேட்டரில் படம் பார்க்கிறார், Congress seeks tax exemption for film The Kashmir Piles. Chief! Today he is watching a movie in the theater
1559,1559,”ஆட்டம் இன்னும் முடியல..” ஜனாதிபதி தேர்தலுக்கு மம்தா பானர்ஜி போடும் பிளான்.. பாஜகவுக்கு நேரடி சவால் ,"""The game is not over yet."" Mamata Banerjee's plan for the presidential election is a direct challenge to the BJP"
1560,1560,2 வருடத்திலேயே இதுதான் மிக அதிகம்.. தென் கொரியாவில் ஒரே நாளில் பல லட்சம் கொரோனா கேஸ்கள்.. என்னாச்சு? , This is the most in 2 years.. Several lakh corona cases in a single day in South Korea.. What?
1561,1561,"பதிலடி கொடுக்கும் ரஷ்யா! அமெரிக்க அதிபர் பைடன், கனடா பிரதமர் ட்ரூடோ மீது பொருளாதார தடைகள் அறிவிப்பு", Retaliatory Russia! US President Biden announces economic sanctions against Canadian Prime Minister Trudeau
1562,1562,உக்ரைன் போரில் ரஷ்யாவிற்கு பின்னடைவு.. அடுத்தடுத்த நகரங்களுக்கு முன்னேற முடியாமல் திணறல்! என்னாச்சு? ,Russia's setback in the Ukraine war.. Unable to advance to the next cities what happened?
1563,1563,இந்திய ஏவுகணை உள்ளே வந்ததும்.. பதில் தாக்குதலுக்கு ரெடியான பாக்? அடுத்து நடந்தது என்ன? ரிப்போர்ட் , When the Indian missile came in.. is Pak ready to retaliate? What happened next? Report
1564,1564," ""புடின் ஒரு சைக்கோ"".. விமர்சித்த ஒரு மாதத்தில் மாயமான ரஷ்ய அழகி.. சூட்கேஸில் சடலமாக மீட்பு! "," ""Putin is a psycho"".. In a month of criticism, the mysterious Russian beauty.. Rescued as a corpse in a suitcase!"
1565,1565,எங்களுக்கு சம்பந்தமே இல்லை.. நைஸாக கழன்று கொண்ட சீனா.. ரஷ்யாவிற்கு பெருத்த ஏமாற்றம்! என்ன நடந்தது? ,We have nothing to do with China. What happened?
1566,1566,"பஞ்சம் வரும்.. மொத்த உலக ""ஆர்டருக்கே"" சிக்கல் ஏற்படலாம்! ரஷ்ய போர்.. ஐஎம்எஃப் பரபரப்பு எச்சரிக்கை! "," Famine will come.. The whole world ""order"" may have a problem! Russian war.. IMF sensational warning!"
